Agency,Complaint_Type,Location_Type,Incident_Zip,Borough,Vehicle_Type,duration_[days],Created_Date_hour,Created_Date_month,Created_Date_dayofweek,Descriptor_encoded,Weisse,Afroamerikaner,Asiaten,Hispanics
7,5,15,156,1,5,0.48,6,6,6,20,0.412,0.364,0.075,0.198
8,6,20,11,2,5,0.03,16,6,6,7,0.544,0.174,0.094,0.272
3,13,14,202,3,5,0.0,8,10,4,50,0.441,0.2,0.176,0.25
8,9,18,139,3,5,0.01,19,8,3,12,0.441,0.2,0.176,0.25
5,7,19,186,3,5,6.155,17,6,3,45,0.441,0.2,0.176,0.25
8,0,20,207,3,5,1.73,9,8,6,49,0.441,0.2,0.176,0.25
8,12,20,125,0,1,0.13,12,5,2,11,0.299,0.356,0.03,0.484
8,6,20,119,0,5,0.09,14,2,4,6,0.299,0.356,0.03,0.484
8,1,20,190,3,5,0.01,18,6,1,30,0.441,0.2,0.176,0.25
5,4,17,210,3,5,1.05,11,10,1,45,0.441,0.2,0.176,0.25
8,10,16,166,1,5,0.03,11,1,6,28,0.412,0.364,0.075,0.198
4,16,11,135,3,5,0.06,19,2,1,38,0.441,0.2,0.176,0.25
7,5,15,109,0,5,0.96,19,12,0,20,0.299,0.356,0.03,0.484
8,6,20,124,0,5,0.1,0,2,3,37,0.299,0.356,0.03,0.484
8,10,16,151,1,5,0.06,0,8,5,27,0.412,0.364,0.075,0.198
8,6,20,145,1,5,0.04,23,3,4,6,0.412,0.364,0.075,0.198
4,16,11,204,3,5,0.0,16,9,1,38,0.441,0.2,0.176,0.25
8,6,20,148,1,5,0.02,11,7,4,37,0.412,0.364,0.075,0.198
8,9,6,91,4,5,0.01,0,11,5,27,0.776,0.097,0.057,0.121
7,13,15,213,3,5,2.85,15,4,6,50,0.441,0.2,0.176,0.25
8,11,20,165,1,5,0.07,23,5,4,27,0.412,0.364,0.075,0.198
8,6,20,31,2,5,0.02,19,1,1,6,0.544,0.174,0.094,0.272
8,6,20,157,1,5,0.02,11,1,6,37,0.412,0.364,0.075,0.198
8,0,20,105,0,5,0.36,15,9,1,49,0.299,0.356,0.03,0.484
8,6,20,135,3,5,0.03,19,7,5,35,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.1,18,2,0,3,0.299,0.356,0.03,0.484
8,10,16,142,1,5,0.06,16,6,5,3,0.412,0.364,0.075,0.198
6,13,4,212,3,5,6.155,17,5,2,32,0.441,0.2,0.176,0.25
7,5,15,29,2,5,1.83,19,4,1,20,0.544,0.174,0.094,0.272
8,11,20,202,3,5,0.12,22,8,6,27,0.441,0.2,0.176,0.25
8,10,16,163,1,5,0.02,0,7,3,27,0.412,0.364,0.075,0.198
8,10,16,161,1,5,0.01,13,6,0,3,0.412,0.364,0.075,0.198
7,2,15,165,1,5,6.155,20,8,0,15,0.412,0.364,0.075,0.198
7,13,15,115,0,5,6.155,11,3,4,22,0.299,0.356,0.03,0.484
8,6,20,101,4,0,0.03,6,11,4,18,0.776,0.097,0.057,0.121
8,10,16,109,0,5,0.0,22,9,2,3,0.299,0.356,0.03,0.484
8,0,20,178,1,5,0.09,15,7,1,49,0.412,0.364,0.075,0.198
5,7,19,159,1,5,3.26,8,8,1,50,0.412,0.364,0.075,0.198
8,11,20,124,0,5,0.02,22,6,3,27,0.299,0.356,0.03,0.484
8,6,20,169,1,5,0.06,21,3,3,13,0.412,0.364,0.075,0.198
7,18,15,110,0,5,4.36,10,4,1,23,0.299,0.356,0.03,0.484
8,12,20,92,4,5,0.05,1,1,5,21,0.776,0.097,0.057,0.121
8,6,20,219,3,5,0.16,9,10,6,6,0.441,0.2,0.176,0.25
8,10,16,28,2,5,0.06,8,11,0,28,0.544,0.174,0.094,0.272
8,1,20,202,3,5,0.15,2,3,6,30,0.441,0.2,0.176,0.25
8,11,20,102,4,5,0.03,2,1,0,28,0.776,0.097,0.057,0.121
7,14,15,36,2,5,1.23,12,11,2,10,0.544,0.174,0.094,0.272
7,14,15,31,2,5,6.155,15,8,4,50,0.544,0.174,0.094,0.272
8,1,20,160,1,5,0.02,22,5,0,30,0.412,0.364,0.075,0.198
0,20,11,135,3,5,3.0,10,8,0,25,0.441,0.2,0.176,0.25
0,8,11,195,3,5,0.19,12,1,1,50,0.441,0.2,0.176,0.25
5,3,19,121,0,5,0.67,11,1,4,16,0.299,0.356,0.03,0.484
8,9,18,176,1,5,0.13,12,1,6,28,0.412,0.364,0.075,0.198
8,11,20,106,0,5,0.09,22,4,6,27,0.299,0.356,0.03,0.484
8,6,20,208,3,5,0.08,9,9,2,7,0.441,0.2,0.176,0.25
8,6,20,144,1,5,0.04,21,8,1,7,0.412,0.364,0.075,0.198
8,13,13,194,3,5,0.04,11,2,0,50,0.441,0.2,0.176,0.25
7,14,15,97,4,5,2.99,13,1,1,10,0.776,0.097,0.057,0.121
8,6,20,173,1,5,0.03,8,1,3,6,0.412,0.364,0.075,0.198
8,6,20,164,1,5,0.07,12,5,0,37,0.412,0.364,0.075,0.198
8,6,20,206,3,5,0.19,20,11,6,6,0.441,0.2,0.176,0.25
5,4,17,146,1,5,0.58,20,7,4,45,0.412,0.364,0.075,0.198
7,15,15,177,1,5,6.155,19,8,4,47,0.412,0.364,0.075,0.198
8,0,20,196,3,5,0.02,20,7,5,49,0.441,0.2,0.176,0.25
4,16,11,101,4,5,1.08,7,3,1,38,0.776,0.097,0.057,0.121
7,18,15,26,2,5,6.155,12,12,4,23,0.544,0.174,0.094,0.272
8,6,20,4,2,5,0.01,6,1,2,4,0.544,0.174,0.094,0.272
8,1,20,148,1,5,0.02,3,8,5,30,0.412,0.364,0.075,0.198
0,13,11,2,2,5,2.12,9,8,0,50,0.544,0.174,0.094,0.272
8,12,20,217,3,5,0.1,23,2,4,12,0.441,0.2,0.176,0.25
8,12,20,35,2,0,0.01,0,11,6,11,0.544,0.174,0.094,0.272
8,9,18,137,3,5,0.06,23,11,3,27,0.441,0.2,0.176,0.25
8,6,20,111,0,5,0.12,10,10,6,37,0.299,0.356,0.03,0.484
8,0,20,224,3,0,0.2,11,6,5,49,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.03,20,6,1,27,0.299,0.356,0.03,0.484
8,10,16,234,3,5,0.01,20,1,3,50,0.441,0.2,0.176,0.25
8,12,20,206,3,0,0.04,23,6,6,12,0.441,0.2,0.176,0.25
7,19,15,45,2,5,6.155,12,12,0,41,0.544,0.174,0.094,0.272
5,4,23,112,0,5,1.38,7,3,2,45,0.299,0.356,0.03,0.484
7,5,15,142,1,5,1.85,19,12,2,0,0.412,0.364,0.075,0.198
8,10,16,115,0,5,0.86,2,10,5,27,0.299,0.356,0.03,0.484
7,2,15,105,0,5,5.73,2,12,5,48,0.299,0.356,0.03,0.484
4,16,19,186,3,5,6.155,10,7,0,50,0.441,0.2,0.176,0.25
7,18,15,29,2,5,6.155,22,10,5,50,0.544,0.174,0.094,0.272
8,6,20,46,2,5,0.02,15,6,6,37,0.544,0.174,0.094,0.272
8,11,20,151,1,5,0.02,21,10,4,27,0.412,0.364,0.075,0.198
8,6,20,168,1,5,0.06,9,6,4,37,0.412,0.364,0.075,0.198
7,14,15,105,0,5,6.155,12,8,2,46,0.299,0.356,0.03,0.484
8,1,20,173,1,5,0.04,13,11,1,36,0.412,0.364,0.075,0.198
8,10,16,165,1,5,0.04,1,10,6,28,0.412,0.364,0.075,0.198
7,5,15,31,2,5,0.47,22,1,0,20,0.544,0.174,0.094,0.272
7,5,15,39,2,5,2.33,9,1,3,20,0.544,0.174,0.094,0.272
8,13,16,227,3,5,0.08,4,12,5,50,0.441,0.2,0.176,0.25
8,1,20,197,3,5,0.01,11,7,0,30,0.441,0.2,0.176,0.25
7,14,15,146,1,5,2.11,10,9,0,46,0.412,0.364,0.075,0.198
8,0,20,211,3,3,0.47,10,4,1,49,0.441,0.2,0.176,0.25
5,7,19,154,1,5,3.87,16,3,3,50,0.412,0.364,0.075,0.198
7,15,15,13,2,5,6.155,11,8,1,2,0.544,0.174,0.094,0.272
8,11,20,109,0,5,0.44,22,8,1,28,0.299,0.356,0.03,0.484
0,20,11,148,1,5,0.22,1,5,1,25,0.412,0.364,0.075,0.198
7,14,15,25,2,5,6.155,21,6,0,46,0.544,0.174,0.094,0.272
8,6,20,122,0,5,0.03,10,3,6,6,0.299,0.356,0.03,0.484
0,8,11,142,1,5,6.155,9,4,4,50,0.412,0.364,0.075,0.198
8,0,20,112,0,5,0.1,21,7,2,49,0.299,0.356,0.03,0.484
8,10,16,119,0,5,0.25,6,11,2,27,0.299,0.356,0.03,0.484
8,0,20,222,3,0,0.1,17,1,2,49,0.441,0.2,0.176,0.25
2,13,11,11,2,5,0.68,7,6,5,50,0.544,0.174,0.094,0.272
8,0,20,214,3,0,0.58,12,9,2,49,0.441,0.2,0.176,0.25
8,6,20,205,3,5,0.02,20,11,4,37,0.441,0.2,0.176,0.25
8,6,20,216,3,5,0.01,6,5,4,13,0.441,0.2,0.176,0.25
8,10,16,166,1,5,0.01,23,9,4,3,0.412,0.364,0.075,0.198
0,8,11,195,3,5,0.62,17,2,2,50,0.441,0.2,0.176,0.25
7,14,15,38,2,5,3.24,4,6,4,10,0.544,0.174,0.094,0.272
4,13,11,124,0,5,0.0,10,9,4,43,0.299,0.356,0.03,0.484
8,0,20,195,3,5,0.28,16,5,5,49,0.441,0.2,0.176,0.25
7,13,15,4,2,5,0.24,10,8,3,50,0.544,0.174,0.094,0.272
8,10,16,26,2,5,0.02,12,3,5,3,0.544,0.174,0.094,0.272
8,6,20,185,3,5,0.06,0,12,1,6,0.441,0.2,0.176,0.25
8,11,20,125,0,5,0.11,19,6,6,27,0.299,0.356,0.03,0.484
8,9,18,114,0,5,0.02,19,2,4,27,0.299,0.356,0.03,0.484
7,5,15,120,0,5,0.63,19,1,6,20,0.299,0.356,0.03,0.484
8,1,20,216,3,5,0.55,23,10,5,30,0.441,0.2,0.176,0.25
8,6,20,22,2,5,0.0,11,10,4,35,0.544,0.174,0.094,0.272
8,10,16,119,0,5,0.02,3,9,6,27,0.299,0.356,0.03,0.484
4,16,11,178,1,5,1.78,16,12,5,38,0.412,0.364,0.075,0.198
8,11,20,106,0,5,0.38,7,9,6,27,0.299,0.356,0.03,0.484
8,10,16,178,1,5,0.34,4,8,1,3,0.412,0.364,0.075,0.198
8,6,20,119,0,5,0.06,19,4,4,13,0.299,0.356,0.03,0.484
3,13,2,36,2,5,0.0,10,2,3,39,0.544,0.174,0.094,0.272
8,10,16,172,1,5,0.02,11,6,4,28,0.412,0.364,0.075,0.198
8,1,20,231,3,5,0.04,6,6,1,30,0.441,0.2,0.176,0.25
7,5,15,30,2,5,2.87,1,3,1,20,0.544,0.174,0.094,0.272
4,13,11,152,1,5,0.94,11,4,1,50,0.412,0.364,0.075,0.198
8,12,20,34,2,5,0.02,22,2,4,12,0.544,0.174,0.094,0.272
8,12,20,109,0,5,0.05,1,1,0,12,0.299,0.356,0.03,0.484
7,5,15,18,2,5,1.38,10,3,1,20,0.544,0.174,0.094,0.272
0,8,11,166,1,5,1.12,7,6,3,50,0.412,0.364,0.075,0.198
7,5,15,121,0,5,0.28,10,4,4,20,0.299,0.356,0.03,0.484
0,20,11,152,1,5,0.45,16,11,4,50,0.412,0.364,0.075,0.198
8,6,20,34,2,5,0.01,22,5,1,7,0.544,0.174,0.094,0.272
2,13,11,15,2,5,1.41,14,11,3,50,0.544,0.174,0.094,0.272
7,19,15,177,1,5,1.73,22,10,0,50,0.412,0.364,0.075,0.198
8,12,20,151,1,5,0.08,23,10,4,12,0.412,0.364,0.075,0.198
8,6,20,33,2,0,0.05,15,12,0,18,0.544,0.174,0.094,0.272
5,4,17,11,2,5,0.41,12,7,3,45,0.544,0.174,0.094,0.272
8,1,20,229,3,5,0.08,21,9,6,36,0.441,0.2,0.176,0.25
0,20,11,122,0,5,6.155,13,9,0,26,0.299,0.356,0.03,0.484
7,5,15,26,2,5,4.05,14,12,1,0,0.544,0.174,0.094,0.272
8,10,16,235,3,5,0.01,0,7,6,27,0.441,0.2,0.176,0.25
8,6,20,168,1,5,0.08,7,5,0,37,0.412,0.364,0.075,0.198
8,1,20,159,1,5,0.08,8,4,0,36,0.412,0.364,0.075,0.198
4,16,11,18,2,5,6.155,3,6,3,38,0.544,0.174,0.094,0.272
8,1,20,143,1,5,0.05,8,3,4,30,0.412,0.364,0.075,0.198
0,20,11,168,1,5,0.0,18,1,6,25,0.412,0.364,0.075,0.198
7,5,15,168,1,5,2.73,18,3,4,0,0.412,0.364,0.075,0.198
2,13,11,135,3,5,0.58,10,1,2,50,0.441,0.2,0.176,0.25
8,6,20,155,1,0,0.03,9,3,0,18,0.412,0.364,0.075,0.198
8,6,20,108,0,5,0.02,16,1,5,6,0.299,0.356,0.03,0.484
8,1,20,95,4,5,0.01,21,7,6,30,0.776,0.097,0.057,0.121
8,10,16,24,2,5,0.02,0,1,6,27,0.544,0.174,0.094,0.272
0,8,11,135,3,5,0.79,15,9,1,50,0.441,0.2,0.176,0.25
7,5,15,109,0,5,1.78,20,11,6,0,0.299,0.356,0.03,0.484
7,19,15,168,1,5,1.92,19,5,6,24,0.412,0.364,0.075,0.198
8,10,16,228,3,5,0.0,15,7,5,27,0.441,0.2,0.176,0.25
4,16,19,114,0,5,6.155,19,9,3,50,0.299,0.356,0.03,0.484
8,11,20,25,2,5,0.02,23,6,4,27,0.544,0.174,0.094,0.272
4,16,11,24,2,5,0.0,16,3,2,38,0.544,0.174,0.094,0.272
8,6,20,20,2,5,0.15,16,4,4,4,0.544,0.174,0.094,0.272
3,13,3,28,2,5,0.0,14,8,5,39,0.544,0.174,0.094,0.272
2,13,11,177,1,5,6.155,13,5,1,50,0.412,0.364,0.075,0.198
7,18,15,97,4,5,1.22,7,1,0,23,0.776,0.097,0.057,0.121
7,5,15,156,1,5,1.85,13,12,2,20,0.412,0.364,0.075,0.198
8,6,20,219,3,5,0.15,0,12,1,6,0.441,0.2,0.176,0.25
4,17,11,156,1,5,0.06,8,10,1,14,0.412,0.364,0.075,0.198
4,13,11,205,3,5,0.0,11,9,4,50,0.441,0.2,0.176,0.25
8,6,20,173,1,5,0.04,8,2,1,7,0.412,0.364,0.075,0.198
8,10,16,159,1,5,0.08,23,4,4,27,0.412,0.364,0.075,0.198
1,13,20,36,2,5,0.69,14,11,2,50,0.544,0.174,0.094,0.272
8,10,16,108,0,5,0.02,12,4,6,27,0.299,0.356,0.03,0.484
7,5,15,115,0,5,4.93,15,12,5,20,0.299,0.356,0.03,0.484
6,13,4,177,1,5,6.155,16,5,4,32,0.412,0.364,0.075,0.198
8,1,20,197,3,5,0.11,6,12,6,30,0.441,0.2,0.176,0.25
7,5,15,158,1,5,1.81,20,2,5,20,0.412,0.364,0.075,0.198
7,5,15,32,2,5,1.62,2,10,5,20,0.544,0.174,0.094,0.272
0,20,11,28,2,5,0.14,16,7,1,26,0.544,0.174,0.094,0.272
8,10,16,158,1,5,0.03,18,10,6,3,0.412,0.364,0.075,0.198
8,11,20,156,1,5,0.02,13,10,4,28,0.412,0.364,0.075,0.198
8,6,20,144,1,5,0.01,20,12,3,6,0.412,0.364,0.075,0.198
5,3,19,229,3,5,0.29,0,2,4,16,0.441,0.2,0.176,0.25
8,11,20,28,2,5,0.01,4,8,3,27,0.544,0.174,0.094,0.272
2,13,11,26,2,5,0.0,9,11,4,50,0.544,0.174,0.094,0.272
8,12,20,152,1,5,0.03,23,2,2,12,0.412,0.364,0.075,0.198
8,12,20,25,2,0,0.22,18,5,1,11,0.544,0.174,0.094,0.272
4,17,11,149,1,5,0.66,17,12,0,14,0.412,0.364,0.075,0.198
2,13,11,232,3,5,4.77,5,10,2,8,0.441,0.2,0.176,0.25
8,6,20,113,0,5,0.03,9,9,1,37,0.299,0.356,0.03,0.484
7,2,15,161,1,5,6.155,16,5,2,48,0.412,0.364,0.075,0.198
8,10,16,115,0,5,0.07,20,2,4,3,0.299,0.356,0.03,0.484
7,5,15,95,4,5,2.09,15,1,4,20,0.776,0.097,0.057,0.121
4,13,11,135,3,5,0.0,11,4,3,43,0.441,0.2,0.176,0.25
7,5,15,121,0,5,0.2,9,3,2,20,0.299,0.356,0.03,0.484
7,15,15,38,2,5,6.155,21,10,0,1,0.544,0.174,0.094,0.272
7,13,15,110,0,5,3.19,15,9,0,50,0.299,0.356,0.03,0.484
8,1,20,154,1,5,0.07,21,8,2,30,0.412,0.364,0.075,0.198
5,3,19,113,0,5,1.86,10,7,0,16,0.299,0.356,0.03,0.484
7,5,15,152,1,5,0.97,17,11,4,20,0.412,0.364,0.075,0.198
8,10,16,146,1,5,0.06,23,7,5,27,0.412,0.364,0.075,0.198
7,15,15,37,2,5,6.155,10,7,2,1,0.544,0.174,0.094,0.272
8,6,20,152,1,5,0.03,19,7,6,19,0.412,0.364,0.075,0.198
5,3,19,139,3,5,0.18,17,4,2,16,0.441,0.2,0.176,0.25
7,5,15,140,3,5,1.7,17,1,6,0,0.441,0.2,0.176,0.25
8,10,16,2,2,5,0.02,20,9,1,27,0.544,0.174,0.094,0.272
8,1,20,139,3,5,0.02,16,5,0,36,0.441,0.2,0.176,0.25
8,9,6,151,1,5,0.06,1,11,6,27,0.412,0.364,0.075,0.198
7,15,15,106,0,5,5.07,12,4,1,1,0.299,0.356,0.03,0.484
5,13,17,161,1,5,6.155,14,2,3,50,0.412,0.364,0.075,0.198
6,13,4,212,3,5,6.155,12,12,4,32,0.441,0.2,0.176,0.25
8,10,16,176,1,5,0.03,23,2,3,28,0.412,0.364,0.075,0.198
0,8,11,196,3,5,1.88,14,10,0,50,0.441,0.2,0.176,0.25
5,13,19,201,3,5,2.75,17,8,4,50,0.441,0.2,0.176,0.25
7,5,15,39,2,5,0.67,1,12,4,20,0.544,0.174,0.094,0.272
0,20,11,186,3,5,0.05,20,12,4,17,0.441,0.2,0.176,0.25
8,11,20,29,2,5,0.0,1,6,5,28,0.544,0.174,0.094,0.272
8,10,16,113,0,5,1.24,21,11,5,27,0.299,0.356,0.03,0.484
4,16,19,92,4,5,6.155,11,6,4,50,0.776,0.097,0.057,0.121
7,15,15,35,2,5,6.155,15,6,2,1,0.544,0.174,0.094,0.272
8,10,16,110,0,5,0.05,21,8,2,3,0.299,0.356,0.03,0.484
8,11,20,206,3,5,0.02,23,8,6,27,0.441,0.2,0.176,0.25
7,5,15,158,1,5,1.45,7,11,1,20,0.412,0.364,0.075,0.198
5,3,19,183,3,5,1.13,17,6,3,16,0.441,0.2,0.176,0.25
7,19,15,20,2,5,6.155,11,6,0,24,0.544,0.174,0.094,0.272
8,6,20,177,1,5,0.01,8,3,3,4,0.412,0.364,0.075,0.198
5,3,19,224,3,5,1.6,21,5,5,16,0.441,0.2,0.176,0.25
8,10,16,123,0,5,0.17,14,1,1,3,0.299,0.356,0.03,0.484
0,20,11,184,3,5,1.83,16,9,1,50,0.441,0.2,0.176,0.25
8,10,16,122,0,5,0.07,23,6,3,3,0.299,0.356,0.03,0.484
8,10,16,135,3,5,0.01,3,8,1,27,0.441,0.2,0.176,0.25
7,14,15,150,1,5,6.155,11,9,3,10,0.412,0.364,0.075,0.198
8,12,20,184,3,5,0.06,0,5,0,12,0.441,0.2,0.176,0.25
8,6,20,142,1,5,0.04,14,11,1,4,0.412,0.364,0.075,0.198
7,18,15,205,3,5,6.155,9,12,6,33,0.441,0.2,0.176,0.25
3,13,21,26,2,5,0.2,4,10,3,39,0.544,0.174,0.094,0.272
5,7,19,27,2,5,6.155,16,6,4,45,0.544,0.174,0.094,0.272
0,20,11,216,3,5,0.0,11,6,2,25,0.441,0.2,0.176,0.25
8,1,20,142,1,5,0.02,13,10,4,30,0.412,0.364,0.075,0.198
8,6,20,158,1,5,0.02,20,6,5,37,0.412,0.364,0.075,0.198
8,0,20,225,3,4,0.12,17,12,3,49,0.441,0.2,0.176,0.25
8,10,16,112,0,5,0.05,23,10,5,27,0.299,0.356,0.03,0.484
7,5,15,126,0,5,1.97,23,3,2,20,0.299,0.356,0.03,0.484
7,15,15,143,1,5,5.26,13,9,4,1,0.412,0.364,0.075,0.198
7,14,15,166,1,5,6.155,10,10,0,46,0.412,0.364,0.075,0.198
5,13,17,156,1,5,6.155,11,10,6,40,0.412,0.364,0.075,0.198
8,6,20,203,3,5,0.01,18,7,0,37,0.441,0.2,0.176,0.25
4,13,11,104,0,5,0.0,10,10,2,43,0.299,0.356,0.03,0.484
8,11,20,106,0,5,0.17,2,2,3,27,0.299,0.356,0.03,0.484
2,13,11,173,1,5,6.155,14,4,4,50,0.412,0.364,0.075,0.198
8,10,16,170,1,5,0.04,19,7,4,3,0.412,0.364,0.075,0.198
8,6,20,27,2,5,0.02,16,7,5,50,0.544,0.174,0.094,0.272
8,10,16,168,1,5,0.01,12,12,3,27,0.412,0.364,0.075,0.198
7,5,15,36,2,5,3.23,2,12,6,0,0.544,0.174,0.094,0.272
8,6,20,116,0,5,0.31,7,6,4,37,0.299,0.356,0.03,0.484
7,5,15,150,1,5,1.5,1,2,1,0,0.412,0.364,0.075,0.198
7,2,15,152,1,5,3.28,10,5,3,15,0.412,0.364,0.075,0.198
5,13,17,12,2,5,0.04,15,12,3,40,0.544,0.174,0.094,0.272
8,10,16,161,1,5,0.0,22,1,6,27,0.412,0.364,0.075,0.198
8,10,16,149,1,5,0.02,14,1,3,28,0.412,0.364,0.075,0.198
8,10,16,112,0,5,0.17,14,9,5,3,0.299,0.356,0.03,0.484
8,1,20,184,3,5,0.01,17,1,2,30,0.441,0.2,0.176,0.25
8,11,20,156,1,5,0.03,18,9,2,27,0.412,0.364,0.075,0.198
5,3,19,128,0,5,0.8,14,7,2,16,0.299,0.356,0.03,0.484
8,6,20,160,1,5,0.06,1,9,5,6,0.412,0.364,0.075,0.198
8,6,20,110,0,5,0.36,11,4,0,37,0.299,0.356,0.03,0.484
7,13,15,147,1,5,5.08,16,12,1,50,0.412,0.364,0.075,0.198
8,11,20,235,3,5,0.03,5,5,4,27,0.441,0.2,0.176,0.25
8,1,20,208,3,5,0.23,19,8,0,30,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.0,8,9,0,27,0.299,0.356,0.03,0.484
7,5,15,33,2,5,0.68,0,2,2,0,0.544,0.174,0.094,0.272
8,1,20,137,3,5,0.04,15,9,5,30,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.0,7,5,5,27,0.299,0.356,0.03,0.484
4,16,11,159,1,5,2.79,15,6,4,38,0.412,0.364,0.075,0.198
8,6,20,222,3,5,0.14,9,7,5,6,0.441,0.2,0.176,0.25
8,1,20,154,1,5,0.03,13,1,1,30,0.412,0.364,0.075,0.198
7,5,15,109,0,5,3.71,21,1,3,0,0.299,0.356,0.03,0.484
4,16,11,232,3,5,0.0,20,2,4,38,0.441,0.2,0.176,0.25
4,16,11,218,3,5,1.89,11,11,2,38,0.441,0.2,0.176,0.25
7,14,15,169,1,5,6.155,15,8,5,46,0.412,0.364,0.075,0.198
4,16,11,205,3,5,3.12,11,4,4,50,0.441,0.2,0.176,0.25
7,15,15,112,0,5,1.6,20,5,0,47,0.299,0.356,0.03,0.484
4,17,11,21,2,5,0.04,11,1,1,50,0.544,0.174,0.094,0.272
8,1,20,152,1,5,0.16,8,9,2,36,0.412,0.364,0.075,0.198
7,5,15,121,0,5,0.55,16,2,3,20,0.299,0.356,0.03,0.484
8,11,20,113,0,5,0.19,22,5,0,27,0.299,0.356,0.03,0.484
7,5,15,108,0,5,0.32,9,12,2,20,0.299,0.356,0.03,0.484
8,10,16,187,3,5,0.02,23,6,6,27,0.441,0.2,0.176,0.25
7,5,15,113,0,5,4.41,21,2,3,20,0.299,0.356,0.03,0.484
7,13,15,121,0,5,6.155,16,12,6,50,0.299,0.356,0.03,0.484
8,6,20,118,0,5,0.01,19,7,6,6,0.299,0.356,0.03,0.484
7,2,15,113,0,5,5.45,15,2,3,48,0.299,0.356,0.03,0.484
7,15,15,166,1,5,3.16,13,2,2,44,0.412,0.364,0.075,0.198
7,5,15,104,0,5,0.75,20,3,2,20,0.299,0.356,0.03,0.484
8,10,16,119,0,5,6.155,3,5,2,27,0.299,0.356,0.03,0.484
8,6,20,201,3,5,0.03,3,2,6,13,0.441,0.2,0.176,0.25
8,6,20,215,3,5,0.09,20,1,5,6,0.441,0.2,0.176,0.25
8,6,20,154,1,5,0.05,7,3,6,6,0.412,0.364,0.075,0.198
8,1,20,144,1,5,0.0,2,2,6,30,0.412,0.364,0.075,0.198
8,1,20,202,3,5,0.07,1,11,5,36,0.441,0.2,0.176,0.25
7,19,15,120,0,5,6.155,10,12,2,50,0.299,0.356,0.03,0.484
7,18,15,148,1,5,6.155,0,7,6,33,0.412,0.364,0.075,0.198
8,6,20,206,3,5,0.0,22,4,4,37,0.441,0.2,0.176,0.25
0,20,11,33,2,5,0.19,10,3,3,26,0.544,0.174,0.094,0.272
8,6,20,110,0,5,0.21,4,7,6,37,0.299,0.356,0.03,0.484
8,6,20,137,3,5,0.0,5,11,5,6,0.441,0.2,0.176,0.25
8,6,20,142,1,5,0.03,18,10,2,4,0.412,0.364,0.075,0.198
0,13,11,24,2,5,0.88,13,9,1,50,0.544,0.174,0.094,0.272
7,2,15,33,2,5,6.155,16,1,5,15,0.544,0.174,0.094,0.272
6,13,4,22,2,5,6.155,15,8,5,32,0.544,0.174,0.094,0.272
7,13,15,145,1,5,2.54,5,3,4,50,0.412,0.364,0.075,0.198
8,10,16,111,0,5,0.12,17,7,3,3,0.299,0.356,0.03,0.484
7,18,15,146,1,5,6.155,13,6,0,29,0.412,0.364,0.075,0.198
8,6,20,34,2,5,0.02,13,4,3,4,0.544,0.174,0.094,0.272
7,18,15,34,2,5,6.155,12,11,0,29,0.544,0.174,0.094,0.272
7,5,15,105,0,5,2.45,5,3,5,20,0.299,0.356,0.03,0.484
7,2,15,158,1,5,6.155,12,7,4,15,0.412,0.364,0.075,0.198
4,13,11,155,1,5,1.19,10,6,1,50,0.412,0.364,0.075,0.198
8,10,16,119,0,5,0.0,19,7,3,27,0.299,0.356,0.03,0.484
7,14,15,152,1,5,6.07,18,12,2,10,0.412,0.364,0.075,0.198
7,14,15,143,1,5,2.97,16,11,5,10,0.412,0.364,0.075,0.198
7,5,15,109,0,5,1.4,0,9,4,20,0.299,0.356,0.03,0.484
7,19,15,38,2,5,6.155,0,8,2,24,0.544,0.174,0.094,0.272
8,10,16,224,3,5,0.22,15,10,1,3,0.441,0.2,0.176,0.25
5,4,17,135,3,5,6.155,12,10,0,45,0.441,0.2,0.176,0.25
8,1,20,183,3,5,0.03,16,10,5,36,0.441,0.2,0.176,0.25
8,11,20,120,0,5,0.02,22,5,6,27,0.299,0.356,0.03,0.484
7,19,15,169,1,5,0.36,7,1,1,24,0.412,0.364,0.075,0.198
8,6,20,125,0,5,0.02,18,9,0,6,0.299,0.356,0.03,0.484
7,19,15,115,0,5,6.155,9,3,1,24,0.299,0.356,0.03,0.484
4,16,11,13,2,5,0.86,15,2,0,38,0.544,0.174,0.094,0.272
7,14,15,120,0,5,2.86,13,2,3,46,0.299,0.356,0.03,0.484
5,4,17,166,1,5,1.6,16,2,1,45,0.412,0.364,0.075,0.198
8,6,20,104,0,5,0.12,9,8,1,35,0.299,0.356,0.03,0.484
5,3,19,161,1,5,0.56,14,8,3,16,0.412,0.364,0.075,0.198
5,4,17,201,3,5,0.34,22,4,3,45,0.441,0.2,0.176,0.25
8,12,20,195,3,5,0.0,18,1,0,11,0.441,0.2,0.176,0.25
8,6,20,148,1,5,0.12,16,7,2,7,0.412,0.364,0.075,0.198
8,10,16,218,3,5,0.06,19,5,4,27,0.441,0.2,0.176,0.25
8,11,20,166,1,5,0.08,18,10,3,27,0.412,0.364,0.075,0.198
7,18,15,148,1,5,6.155,21,1,1,33,0.412,0.364,0.075,0.198
