Agency,Complaint_Type,Location_Type,Incident_Zip,Borough,Vehicle_Type,duration_[days],Created_Date_hour,Created_Date_month,Created_Date_dayofweek,Descriptor_encoded,Weisse,Afroamerikaner,Asiaten,Hispanics
8,11,20,29,2,5,0.3,10,9,2,28,0.544,0.174,0.094,0.272
8,9,18,229,3,5,0.03,5,5,6,12,0.441,0.2,0.176,0.25
8,6,20,219,3,0,0.12,14,8,3,18,0.441,0.2,0.176,0.25
5,7,19,99,4,5,1.13,8,3,4,50,0.776,0.097,0.057,0.121
8,9,18,10,2,5,0.02,0,4,5,27,0.544,0.174,0.094,0.272
8,1,20,125,0,5,0.07,2,3,5,30,0.299,0.356,0.03,0.484
7,5,15,105,0,5,2.63,23,2,5,0,0.299,0.356,0.03,0.484
7,14,15,169,1,5,0.97,11,12,3,46,0.412,0.364,0.075,0.198
8,10,16,218,3,5,0.26,23,8,5,27,0.441,0.2,0.176,0.25
5,4,17,26,2,5,6.155,5,2,1,45,0.544,0.174,0.094,0.272
7,5,15,166,1,5,2.03,7,10,1,0,0.412,0.364,0.075,0.198
8,6,20,198,3,5,0.11,20,11,1,37,0.441,0.2,0.176,0.25
8,10,16,149,1,5,0.02,19,7,0,28,0.412,0.364,0.075,0.198
8,1,20,218,3,5,0.05,16,2,1,36,0.441,0.2,0.176,0.25
4,17,11,1,2,5,0.26,14,9,3,50,0.544,0.174,0.094,0.272
8,6,20,135,3,5,0.02,14,11,3,37,0.441,0.2,0.176,0.25
5,3,19,109,0,5,0.16,12,1,2,16,0.299,0.356,0.03,0.484
7,5,15,127,0,5,1.71,16,8,4,20,0.299,0.356,0.03,0.484
8,12,20,14,2,5,0.08,12,2,1,21,0.544,0.174,0.094,0.272
4,13,11,164,1,5,0.0,8,5,2,43,0.412,0.364,0.075,0.198
4,13,11,11,2,5,3.97,9,9,2,43,0.544,0.174,0.094,0.272
8,6,20,157,1,5,0.01,15,9,0,35,0.412,0.364,0.075,0.198
8,11,20,105,0,5,0.02,22,9,5,27,0.299,0.356,0.03,0.484
8,9,18,227,3,5,0.07,10,4,1,27,0.441,0.2,0.176,0.25
7,5,15,169,1,5,1.93,19,10,0,20,0.412,0.364,0.075,0.198
4,17,11,169,1,5,6.155,21,1,2,50,0.412,0.364,0.075,0.198
8,6,20,217,3,5,0.0,5,7,3,6,0.441,0.2,0.176,0.25
8,1,20,135,3,5,0.04,19,10,0,36,0.441,0.2,0.176,0.25
7,18,15,147,1,5,6.155,11,7,0,29,0.412,0.364,0.075,0.198
8,6,20,219,3,5,0.04,2,6,1,37,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.1,6,10,5,27,0.299,0.356,0.03,0.484
0,13,11,164,1,5,0.12,7,4,5,50,0.412,0.364,0.075,0.198
4,13,11,121,0,5,0.0,10,4,0,50,0.299,0.356,0.03,0.484
8,10,16,161,1,5,0.02,0,11,6,27,0.412,0.364,0.075,0.198
5,3,19,166,1,5,0.83,14,5,0,16,0.412,0.364,0.075,0.198
8,6,20,142,1,5,0.05,16,1,2,4,0.412,0.364,0.075,0.198
8,1,20,149,1,5,0.01,10,9,3,30,0.412,0.364,0.075,0.198
8,10,16,119,0,5,0.39,17,10,6,27,0.299,0.356,0.03,0.484
7,5,15,150,1,5,1.82,18,11,2,20,0.412,0.364,0.075,0.198
5,3,19,165,1,5,1.16,6,1,0,16,0.412,0.364,0.075,0.198
8,1,20,154,1,5,0.6,10,3,6,30,0.412,0.364,0.075,0.198
8,1,20,175,1,5,0.04,10,1,2,36,0.412,0.364,0.075,0.198
7,5,15,110,0,5,0.38,9,1,3,0,0.299,0.356,0.03,0.484
7,2,15,163,1,5,3.45,9,6,1,15,0.412,0.364,0.075,0.198
7,5,15,216,3,5,4.9,20,12,0,20,0.441,0.2,0.176,0.25
7,14,15,111,0,5,6.155,13,12,3,46,0.299,0.356,0.03,0.484
8,1,20,154,1,5,0.63,7,12,0,30,0.412,0.364,0.075,0.198
7,5,15,126,0,5,1.12,12,1,2,20,0.299,0.356,0.03,0.484
7,5,15,218,3,5,1.1,9,11,2,0,0.441,0.2,0.176,0.25
5,3,19,205,3,5,1.51,11,9,6,16,0.441,0.2,0.176,0.25
8,10,16,105,0,5,0.41,13,11,3,27,0.299,0.356,0.03,0.484
7,18,15,120,0,5,1.23,6,2,2,29,0.299,0.356,0.03,0.484
7,5,15,166,1,5,0.56,6,2,0,20,0.412,0.364,0.075,0.198
8,0,20,172,1,0,0.03,11,12,0,49,0.412,0.364,0.075,0.198
8,6,20,149,1,5,0.07,23,8,3,6,0.412,0.364,0.075,0.198
8,11,20,109,0,5,0.07,22,7,2,28,0.299,0.356,0.03,0.484
8,10,16,126,0,5,0.03,22,10,5,27,0.299,0.356,0.03,0.484
8,10,16,172,1,5,0.02,3,6,6,27,0.412,0.364,0.075,0.198
7,18,15,227,3,5,6.155,11,9,3,33,0.441,0.2,0.176,0.25
5,7,19,155,1,5,1.18,10,5,3,50,0.412,0.364,0.075,0.198
0,13,11,122,0,5,5.13,8,5,4,50,0.299,0.356,0.03,0.484
7,19,15,111,0,5,6.155,10,8,2,24,0.299,0.356,0.03,0.484
7,14,15,166,1,5,5.3,13,11,2,9,0.412,0.364,0.075,0.198
8,6,20,136,3,5,0.0,21,7,3,13,0.441,0.2,0.176,0.25
8,11,20,109,0,5,0.03,0,6,5,27,0.299,0.356,0.03,0.484
8,0,20,206,3,1,0.09,6,2,0,49,0.441,0.2,0.176,0.25
0,8,11,28,2,5,2.01,9,8,1,50,0.544,0.174,0.094,0.272
7,5,15,3,2,5,1.22,14,3,4,20,0.544,0.174,0.094,0.272
3,13,7,166,1,5,6.155,17,7,4,50,0.412,0.364,0.075,0.198
7,2,15,143,1,5,6.155,19,11,2,48,0.412,0.364,0.075,0.198
8,6,20,18,2,5,0.0,14,11,4,37,0.544,0.174,0.094,0.272
8,13,20,35,2,5,0.03,9,6,0,50,0.544,0.174,0.094,0.272
7,13,15,121,0,5,3.02,11,11,4,22,0.299,0.356,0.03,0.484
8,0,20,102,4,5,0.02,20,2,0,49,0.776,0.097,0.057,0.121
8,11,20,120,0,5,0.2,0,8,6,28,0.299,0.356,0.03,0.484
8,11,20,229,3,5,0.08,21,12,4,27,0.441,0.2,0.176,0.25
0,20,11,217,3,5,1.46,10,7,1,50,0.441,0.2,0.176,0.25
8,13,20,35,2,5,0.03,9,6,5,50,0.544,0.174,0.094,0.272
8,9,18,30,2,5,0.08,23,5,0,12,0.544,0.174,0.094,0.272
3,13,7,221,3,5,0.0,15,9,5,50,0.441,0.2,0.176,0.25
0,20,11,228,3,5,6.155,19,4,4,26,0.441,0.2,0.176,0.25
7,15,15,219,3,5,1.02,21,10,0,50,0.441,0.2,0.176,0.25
7,18,15,147,1,5,6.155,19,8,0,33,0.412,0.364,0.075,0.198
8,6,20,140,3,5,0.25,7,3,4,37,0.441,0.2,0.176,0.25
8,6,20,143,1,5,0.14,23,5,3,13,0.412,0.364,0.075,0.198
5,4,17,24,2,5,1.71,13,4,0,45,0.544,0.174,0.094,0.272
8,10,16,109,0,5,0.6,3,11,0,27,0.299,0.356,0.03,0.484
7,5,15,30,2,5,4.62,20,11,3,20,0.544,0.174,0.094,0.272
7,19,15,116,0,5,6.0,21,6,2,41,0.299,0.356,0.03,0.484
8,0,20,119,0,5,0.17,8,12,6,49,0.299,0.356,0.03,0.484
7,5,15,26,2,5,2.46,23,4,0,20,0.544,0.174,0.094,0.272
7,14,15,34,2,5,4.95,10,9,4,10,0.544,0.174,0.094,0.272
8,6,20,219,3,5,0.12,7,3,5,50,0.441,0.2,0.176,0.25
5,13,19,102,4,5,3.92,13,3,3,40,0.776,0.097,0.057,0.121
2,13,11,29,2,5,0.52,11,7,3,50,0.544,0.174,0.094,0.272
3,13,2,196,3,5,6.155,18,5,0,39,0.441,0.2,0.176,0.25
8,1,20,219,3,5,0.25,19,3,2,30,0.441,0.2,0.176,0.25
7,15,15,106,0,5,3.18,9,11,2,47,0.299,0.356,0.03,0.484
8,13,20,135,3,5,0.15,12,8,4,50,0.441,0.2,0.176,0.25
8,10,16,169,1,5,0.02,13,11,6,27,0.412,0.364,0.075,0.198
8,10,16,106,0,5,0.56,3,1,6,3,0.299,0.356,0.03,0.484
6,13,4,142,1,5,6.155,19,2,3,32,0.412,0.364,0.075,0.198
4,17,11,138,3,5,0.0,12,11,2,14,0.441,0.2,0.176,0.25
8,10,16,118,0,5,0.24,21,4,3,27,0.299,0.356,0.03,0.484
7,5,15,30,2,5,1.43,9,12,0,20,0.544,0.174,0.094,0.272
8,10,16,120,0,5,0.28,21,6,1,27,0.299,0.356,0.03,0.484
4,16,19,210,3,5,0.07,20,8,0,50,0.441,0.2,0.176,0.25
8,6,20,109,0,1,0.02,11,7,1,19,0.299,0.356,0.03,0.484
8,6,20,144,1,5,0.01,23,2,6,6,0.412,0.364,0.075,0.198
7,5,15,24,2,5,1.85,17,1,5,20,0.544,0.174,0.094,0.272
0,20,11,29,2,5,0.7,11,5,3,25,0.544,0.174,0.094,0.272
8,6,20,157,1,5,0.01,18,4,2,37,0.412,0.364,0.075,0.198
5,7,19,225,3,5,4.48,1,10,5,45,0.441,0.2,0.176,0.25
7,18,15,119,0,5,6.155,14,11,3,29,0.299,0.356,0.03,0.484
5,4,17,148,1,5,2.13,11,3,5,45,0.412,0.364,0.075,0.198
8,1,20,143,1,5,0.1,9,5,1,30,0.412,0.364,0.075,0.198
8,1,20,197,3,5,0.09,0,5,2,30,0.441,0.2,0.176,0.25
0,13,11,155,1,5,0.14,16,4,4,50,0.412,0.364,0.075,0.198
7,5,15,147,1,5,2.5,19,1,0,20,0.412,0.364,0.075,0.198
8,6,20,8,2,5,0.02,19,11,0,37,0.544,0.174,0.094,0.272
5,4,17,25,2,5,1.72,20,8,0,45,0.544,0.174,0.094,0.272
8,11,20,155,1,5,0.01,14,11,4,27,0.412,0.364,0.075,0.198
8,10,16,214,3,5,0.01,2,9,5,27,0.441,0.2,0.176,0.25
8,12,20,183,3,5,0.01,0,8,6,12,0.441,0.2,0.176,0.25
8,11,20,26,2,5,0.01,20,8,4,27,0.544,0.174,0.094,0.272
8,10,16,110,0,5,0.01,20,4,5,27,0.299,0.356,0.03,0.484
7,15,15,125,0,5,6.155,15,11,1,2,0.299,0.356,0.03,0.484
8,10,16,197,3,5,0.01,21,4,4,27,0.441,0.2,0.176,0.25
8,11,20,147,1,5,0.06,23,4,3,27,0.412,0.364,0.075,0.198
8,10,16,219,3,5,0.05,23,7,5,27,0.441,0.2,0.176,0.25
8,1,20,154,1,5,0.13,7,4,0,36,0.412,0.364,0.075,0.198
8,6,20,21,2,5,0.09,8,1,1,4,0.544,0.174,0.094,0.272
8,1,20,125,0,5,0.03,11,5,6,30,0.299,0.356,0.03,0.484
7,19,15,104,0,5,6.155,11,5,4,50,0.299,0.356,0.03,0.484
6,13,4,24,2,5,6.155,21,5,0,32,0.544,0.174,0.094,0.272
7,15,15,144,1,5,6.155,13,2,3,2,0.412,0.364,0.075,0.198
7,13,15,228,3,5,6.155,10,8,0,50,0.441,0.2,0.176,0.25
8,6,20,125,0,5,0.01,6,3,1,6,0.299,0.356,0.03,0.484
8,10,16,115,0,5,0.05,13,4,1,3,0.299,0.356,0.03,0.484
8,10,16,112,0,5,0.02,22,2,1,3,0.299,0.356,0.03,0.484
8,9,6,162,1,5,0.04,21,5,4,27,0.412,0.364,0.075,0.198
7,18,15,162,1,5,2.45,5,7,6,33,0.412,0.364,0.075,0.198
4,17,11,190,3,5,0.31,17,2,6,50,0.441,0.2,0.176,0.25
7,5,15,208,3,5,0.45,6,10,4,20,0.441,0.2,0.176,0.25
8,6,20,99,4,5,0.11,13,11,1,37,0.776,0.097,0.057,0.121
7,13,15,112,0,5,6.155,13,5,3,9,0.299,0.356,0.03,0.484
8,10,16,119,0,5,1.15,0,8,2,3,0.299,0.356,0.03,0.484
8,9,6,31,2,5,0.02,1,11,3,27,0.544,0.174,0.094,0.272
8,11,20,107,0,5,0.09,1,7,5,27,0.299,0.356,0.03,0.484
5,3,19,215,3,5,0.7,14,7,3,16,0.441,0.2,0.176,0.25
8,6,20,115,0,5,0.04,0,6,2,6,0.299,0.356,0.03,0.484
8,10,16,197,3,5,0.01,22,6,5,27,0.441,0.2,0.176,0.25
8,6,20,144,1,5,0.1,18,10,3,7,0.412,0.364,0.075,0.198
8,10,16,36,2,5,0.02,21,8,5,27,0.544,0.174,0.094,0.272
8,6,20,208,3,5,0.29,19,4,1,6,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.04,23,7,4,27,0.299,0.356,0.03,0.484
7,15,15,116,0,5,5.09,13,7,2,2,0.299,0.356,0.03,0.484
4,17,11,127,0,5,0.1,20,3,0,14,0.299,0.356,0.03,0.484
7,5,15,144,1,5,2.57,5,1,2,20,0.412,0.364,0.075,0.198
8,6,20,170,1,5,0.0,10,5,1,7,0.412,0.364,0.075,0.198
5,3,19,146,1,5,4.5,0,11,0,16,0.412,0.364,0.075,0.198
7,5,15,112,0,5,2.59,17,12,0,0,0.299,0.356,0.03,0.484
7,18,15,153,1,5,6.155,8,3,0,29,0.412,0.364,0.075,0.198
0,13,11,94,4,5,0.03,10,12,3,42,0.776,0.097,0.057,0.121
8,11,20,148,1,5,0.0,22,2,2,27,0.412,0.364,0.075,0.198
5,13,19,107,0,5,2.06,9,9,3,40,0.299,0.356,0.03,0.484
5,7,19,197,3,5,1.15,8,2,1,45,0.441,0.2,0.176,0.25
8,10,16,39,2,5,0.1,22,4,1,28,0.544,0.174,0.094,0.272
8,11,20,2,2,5,0.02,21,3,5,28,0.544,0.174,0.094,0.272
6,13,4,22,2,5,6.155,23,7,5,32,0.544,0.174,0.094,0.272
8,0,20,119,0,5,0.01,16,1,3,49,0.299,0.356,0.03,0.484
8,9,18,3,2,5,0.01,1,8,5,27,0.544,0.174,0.094,0.272
8,11,20,172,1,5,0.04,19,10,4,27,0.412,0.364,0.075,0.198
8,12,20,187,3,5,0.08,2,11,3,12,0.441,0.2,0.176,0.25
7,19,15,25,2,5,6.155,17,11,2,50,0.544,0.174,0.094,0.272
8,9,18,28,2,5,0.02,17,10,5,27,0.544,0.174,0.094,0.272
8,11,20,30,2,5,0.01,0,6,5,28,0.544,0.174,0.094,0.272
8,6,20,228,3,5,0.14,11,10,0,37,0.441,0.2,0.176,0.25
5,4,23,161,1,5,6.155,19,9,6,45,0.412,0.364,0.075,0.198
7,5,15,201,3,5,3.18,10,3,0,0,0.441,0.2,0.176,0.25
7,13,15,30,2,5,6.155,8,1,3,22,0.544,0.174,0.094,0.272
2,13,11,114,0,5,6.155,8,4,2,8,0.299,0.356,0.03,0.484
8,6,20,148,1,5,0.04,17,6,0,6,0.412,0.364,0.075,0.198
8,10,16,204,3,5,0.02,1,6,5,50,0.441,0.2,0.176,0.25
8,10,16,177,1,5,0.06,5,4,3,28,0.412,0.364,0.075,0.198
0,8,11,24,2,5,2.73,14,8,6,31,0.544,0.174,0.094,0.272
7,5,15,203,3,5,4.59,21,12,3,0,0.441,0.2,0.176,0.25
8,6,20,157,1,5,0.0,14,6,2,6,0.412,0.364,0.075,0.198
8,1,20,183,3,5,0.03,9,4,1,30,0.441,0.2,0.176,0.25
5,3,19,143,1,5,1.23,7,8,3,16,0.412,0.364,0.075,0.198
8,6,20,232,3,5,0.01,14,8,5,7,0.441,0.2,0.176,0.25
8,1,20,168,1,5,0.04,9,12,5,30,0.412,0.364,0.075,0.198
8,10,16,18,2,5,0.03,6,5,1,3,0.544,0.174,0.094,0.272
8,6,20,193,3,5,0.04,22,5,0,6,0.441,0.2,0.176,0.25
5,4,17,146,1,5,0.76,12,5,2,45,0.412,0.364,0.075,0.198
8,1,20,233,3,5,0.01,23,6,5,30,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.05,18,12,3,27,0.299,0.356,0.03,0.484
4,17,11,224,3,5,1.37,9,10,6,50,0.441,0.2,0.176,0.25
1,13,20,3,2,5,6.155,0,12,3,50,0.544,0.174,0.094,0.272
8,6,20,177,1,5,0.04,20,5,4,37,0.412,0.364,0.075,0.198
2,13,11,230,3,5,0.0,10,4,0,50,0.441,0.2,0.176,0.25
7,15,15,25,2,5,1.12,7,6,2,47,0.544,0.174,0.094,0.272
4,17,11,142,1,5,0.05,10,10,1,50,0.412,0.364,0.075,0.198
8,1,20,184,3,5,0.06,18,6,5,30,0.441,0.2,0.176,0.25
7,5,15,110,0,5,0.3,13,11,0,20,0.299,0.356,0.03,0.484
8,11,20,135,3,5,0.0,21,8,5,27,0.441,0.2,0.176,0.25
8,10,16,96,4,5,0.06,21,9,4,27,0.776,0.097,0.057,0.121
7,19,15,208,3,5,0.93,21,10,1,41,0.441,0.2,0.176,0.25
7,14,15,113,0,5,6.155,4,7,2,46,0.299,0.356,0.03,0.484
8,9,18,122,0,5,0.03,18,5,5,3,0.299,0.356,0.03,0.484
8,10,16,201,3,5,0.03,17,5,1,3,0.441,0.2,0.176,0.25
8,6,20,177,1,5,0.12,8,12,3,18,0.412,0.364,0.075,0.198
8,6,20,8,2,5,0.02,8,11,2,4,0.544,0.174,0.094,0.272
7,5,15,148,1,5,4.74,0,12,6,20,0.412,0.364,0.075,0.198
8,10,16,110,0,5,0.13,11,1,6,27,0.299,0.356,0.03,0.484
8,6,20,14,2,5,0.01,21,9,5,6,0.544,0.174,0.094,0.272
8,6,20,212,3,5,0.06,17,5,3,13,0.441,0.2,0.176,0.25
8,6,20,142,1,5,0.03,13,10,1,4,0.412,0.364,0.075,0.198
7,13,15,229,3,5,6.155,11,2,2,50,0.441,0.2,0.176,0.25
7,19,15,105,0,5,6.155,6,7,0,41,0.299,0.356,0.03,0.484
7,2,15,31,2,5,4.97,10,8,3,15,0.544,0.174,0.094,0.272
2,13,11,113,0,5,0.22,18,7,6,50,0.299,0.356,0.03,0.484
7,5,15,30,2,5,0.46,6,10,6,20,0.544,0.174,0.094,0.272
7,5,15,110,0,5,0.49,7,3,3,20,0.299,0.356,0.03,0.484
8,1,20,102,4,5,0.01,7,2,2,36,0.776,0.097,0.057,0.121
7,14,15,233,3,5,6.155,8,7,3,10,0.441,0.2,0.176,0.25
8,11,20,62,2,5,0.0,19,6,2,27,0.544,0.174,0.094,0.272
8,10,16,119,0,5,1.18,6,6,2,27,0.299,0.356,0.03,0.484
7,13,15,138,3,5,6.155,17,8,2,50,0.441,0.2,0.176,0.25
8,6,20,114,0,5,0.03,21,4,2,5,0.299,0.356,0.03,0.484
7,13,15,111,0,5,6.155,10,1,2,50,0.299,0.356,0.03,0.484
8,9,6,97,4,5,0.02,0,9,6,27,0.776,0.097,0.057,0.121
8,6,20,156,1,5,0.04,12,11,5,5,0.412,0.364,0.075,0.198
7,5,15,116,0,5,1.23,8,2,5,20,0.299,0.356,0.03,0.484
6,13,4,212,3,5,6.155,15,2,3,32,0.441,0.2,0.176,0.25
8,6,20,177,1,5,0.05,7,5,5,37,0.412,0.364,0.075,0.198
8,1,20,197,3,5,0.22,4,6,4,30,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.07,20,9,3,27,0.299,0.356,0.03,0.484
7,18,15,166,1,5,5.95,11,11,5,23,0.412,0.364,0.075,0.198
8,6,20,210,3,5,0.02,18,10,5,13,0.441,0.2,0.176,0.25
8,0,20,211,3,2,0.37,12,3,4,49,0.441,0.2,0.176,0.25
7,2,15,110,0,5,6.155,13,1,1,15,0.299,0.356,0.03,0.484
8,6,20,142,1,5,0.06,13,11,4,37,0.412,0.364,0.075,0.198
7,13,15,115,0,5,2.11,13,11,1,50,0.299,0.356,0.03,0.484
7,13,15,31,2,5,6.155,17,8,3,9,0.544,0.174,0.094,0.272
7,18,15,232,3,5,0.35,8,7,0,33,0.441,0.2,0.176,0.25
7,5,15,126,0,5,2.19,16,12,1,0,0.299,0.356,0.03,0.484
7,5,15,39,2,5,2.52,8,10,2,20,0.544,0.174,0.094,0.272
0,8,11,219,3,5,0.62,1,7,0,50,0.441,0.2,0.176,0.25
8,6,20,114,0,5,0.01,1,5,0,6,0.299,0.356,0.03,0.484
8,11,20,106,0,5,0.02,19,9,4,27,0.299,0.356,0.03,0.484
8,11,20,3,2,5,0.03,19,7,3,27,0.544,0.174,0.094,0.272
8,6,20,136,3,5,0.04,9,7,5,6,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.03,12,5,1,27,0.299,0.356,0.03,0.484
8,1,20,230,3,5,0.03,20,5,4,30,0.441,0.2,0.176,0.25
8,6,20,3,2,5,0.03,16,10,4,4,0.544,0.174,0.094,0.272
5,3,19,208,3,5,0.05,23,12,4,16,0.441,0.2,0.176,0.25
7,19,15,163,1,5,6.155,16,3,0,24,0.412,0.364,0.075,0.198
7,13,15,96,4,5,6.155,15,12,0,50,0.776,0.097,0.057,0.121
8,10,16,161,1,5,0.01,0,1,2,27,0.412,0.364,0.075,0.198
2,13,11,204,3,5,6.155,22,8,2,50,0.441,0.2,0.176,0.25
7,18,15,137,3,5,6.155,11,1,1,33,0.441,0.2,0.176,0.25
8,1,20,168,1,5,0.06,9,2,4,36,0.412,0.364,0.075,0.198
8,11,20,33,2,5,0.11,23,9,4,27,0.544,0.174,0.094,0.272
7,18,15,111,0,5,6.155,14,12,0,33,0.299,0.356,0.03,0.484
2,13,11,221,3,5,0.0,11,5,4,8,0.441,0.2,0.176,0.25
8,10,16,14,2,5,0.01,21,12,5,27,0.544,0.174,0.094,0.272
5,7,19,210,3,5,6.155,10,10,6,50,0.441,0.2,0.176,0.25
7,5,15,11,2,5,3.03,14,12,0,20,0.544,0.174,0.094,0.272
3,13,3,24,2,5,6.155,19,10,6,39,0.544,0.174,0.094,0.272
8,6,20,121,0,5,0.04,5,5,0,35,0.299,0.356,0.03,0.484
8,10,16,168,1,5,0.03,0,6,4,27,0.412,0.364,0.075,0.198
8,6,20,144,1,5,0.05,5,9,6,35,0.412,0.364,0.075,0.198
0,8,11,146,1,5,1.86,22,6,1,31,0.412,0.364,0.075,0.198
8,6,20,171,1,5,0.04,9,9,1,37,0.412,0.364,0.075,0.198
7,18,15,166,1,5,6.155,17,5,6,33,0.412,0.364,0.075,0.198
8,11,20,31,2,5,0.01,18,8,1,28,0.544,0.174,0.094,0.272
3,13,8,150,1,5,0.0,12,8,3,39,0.412,0.364,0.075,0.198
8,1,20,221,3,5,0.03,13,12,6,30,0.441,0.2,0.176,0.25
8,0,20,225,3,5,0.13,15,6,1,49,0.441,0.2,0.176,0.25
7,18,15,152,1,5,6.155,13,2,2,33,0.412,0.364,0.075,0.198
5,4,17,99,4,5,2.77,12,7,2,45,0.776,0.097,0.057,0.121
7,5,15,26,2,5,2.07,7,1,0,20,0.544,0.174,0.094,0.272
7,5,15,116,0,5,2.95,11,1,3,20,0.299,0.356,0.03,0.484
8,6,20,106,0,5,0.04,20,2,5,6,0.299,0.356,0.03,0.484
8,10,16,112,0,5,0.08,0,9,1,27,0.299,0.356,0.03,0.484
8,9,18,14,2,5,0.2,22,6,4,27,0.544,0.174,0.094,0.272
8,11,20,161,1,5,0.05,18,4,5,27,0.412,0.364,0.075,0.198
7,14,15,127,0,5,2.04,13,12,6,10,0.299,0.356,0.03,0.484
2,13,11,102,4,5,6.155,11,5,6,8,0.776,0.097,0.057,0.121
7,14,15,121,0,5,6.155,11,10,3,46,0.299,0.356,0.03,0.484
8,6,20,176,1,5,0.16,2,8,5,50,0.412,0.364,0.075,0.198
8,6,20,39,2,5,0.01,0,7,6,6,0.544,0.174,0.094,0.272
4,16,19,170,1,5,2.77,16,5,0,50,0.412,0.364,0.075,0.198
8,11,20,166,1,5,0.02,3,5,6,27,0.412,0.364,0.075,0.198
8,10,16,119,0,5,0.02,12,12,0,27,0.299,0.356,0.03,0.484
8,10,16,137,3,5,0.31,22,12,2,27,0.441,0.2,0.176,0.25
5,13,17,211,3,5,1.58,21,5,1,40,0.441,0.2,0.176,0.25
3,13,2,22,2,5,0.0,13,10,1,50,0.544,0.174,0.094,0.272
7,14,15,166,1,5,5.14,11,2,1,46,0.412,0.364,0.075,0.198
5,13,17,158,1,5,6.155,6,6,1,50,0.412,0.364,0.075,0.198
7,5,15,38,2,5,2.18,16,11,2,20,0.544,0.174,0.094,0.272
0,8,11,111,0,5,6.155,20,12,5,50,0.299,0.356,0.03,0.484
5,7,19,111,0,5,6.155,8,11,6,45,0.299,0.356,0.03,0.484
0,20,11,205,3,5,0.03,15,12,3,17,0.441,0.2,0.176,0.25
0,20,11,186,3,5,4.01,16,3,4,17,0.441,0.2,0.176,0.25
8,6,20,176,1,5,0.19,9,12,4,37,0.412,0.364,0.075,0.198
8,6,20,154,1,5,0.1,19,5,3,5,0.412,0.364,0.075,0.198
8,10,16,162,1,5,0.01,21,5,5,27,0.412,0.364,0.075,0.198
4,16,19,217,3,5,3.15,12,6,0,50,0.441,0.2,0.176,0.25
7,15,15,121,0,5,6.155,4,11,2,44,0.299,0.356,0.03,0.484
8,6,20,142,1,5,0.04,14,5,3,7,0.412,0.364,0.075,0.198
8,10,16,146,1,5,0.02,2,1,1,3,0.412,0.364,0.075,0.198
8,10,16,136,3,5,0.03,11,2,0,3,0.441,0.2,0.176,0.25
8,1,20,137,3,5,0.15,9,6,1,30,0.441,0.2,0.176,0.25
7,19,15,27,2,5,6.155,20,10,1,24,0.544,0.174,0.094,0.272
8,1,20,163,1,5,0.05,4,1,6,36,0.412,0.364,0.075,0.198
8,10,16,229,3,5,0.18,22,11,3,27,0.441,0.2,0.176,0.25
7,19,15,108,0,5,6.155,22,10,1,24,0.299,0.356,0.03,0.484
8,6,20,146,1,5,0.01,22,2,6,13,0.412,0.364,0.075,0.198
7,19,15,166,1,5,6.155,14,9,5,24,0.412,0.364,0.075,0.198
7,15,15,120,0,5,6.155,12,7,3,1,0.299,0.356,0.03,0.484
8,10,16,165,1,5,0.01,0,9,0,27,0.412,0.364,0.075,0.198
8,0,20,232,3,4,0.02,1,5,2,49,0.441,0.2,0.176,0.25
4,13,11,96,4,5,6.155,23,2,0,43,0.776,0.097,0.057,0.121
8,6,20,142,1,5,0.09,12,6,5,7,0.412,0.364,0.075,0.198
5,3,19,220,3,5,0.69,17,5,1,16,0.441,0.2,0.176,0.25
0,8,11,154,1,5,6.155,9,5,5,50,0.412,0.364,0.075,0.198
7,5,15,106,0,5,0.73,3,12,2,20,0.299,0.356,0.03,0.484
7,14,15,36,2,5,6.155,14,9,1,46,0.544,0.174,0.094,0.272
8,0,20,148,1,5,0.02,9,7,2,49,0.412,0.364,0.075,0.198
8,11,20,24,2,5,0.02,3,9,5,27,0.544,0.174,0.094,0.272
8,6,20,183,3,5,0.1,6,4,4,7,0.441,0.2,0.176,0.25
7,5,15,112,0,5,1.9,21,5,3,20,0.299,0.356,0.03,0.484
8,6,20,205,3,5,0.08,14,5,0,13,0.441,0.2,0.176,0.25
0,20,11,167,1,5,0.08,19,1,1,50,0.412,0.364,0.075,0.198
6,13,4,22,2,5,6.155,11,5,2,32,0.544,0.174,0.094,0.272
0,20,11,29,2,5,0.04,18,4,4,25,0.544,0.174,0.094,0.272
7,14,15,228,3,5,6.155,13,3,3,46,0.441,0.2,0.176,0.25
4,17,11,116,0,5,1.72,15,1,4,50,0.299,0.356,0.03,0.484
8,6,20,153,1,5,0.05,23,7,5,7,0.412,0.364,0.075,0.198
8,10,16,109,0,5,0.06,16,2,4,3,0.299,0.356,0.03,0.484
2,13,11,116,0,5,2.38,14,12,0,8,0.299,0.356,0.03,0.484
7,5,15,165,1,5,2.42,5,11,6,20,0.412,0.364,0.075,0.198
8,9,18,187,3,5,0.02,0,8,3,3,0.441,0.2,0.176,0.25
6,13,4,26,2,5,6.155,3,11,5,32,0.544,0.174,0.094,0.272
7,14,15,227,3,5,1.11,16,1,0,10,0.441,0.2,0.176,0.25
